sku_id,sku_name,category,brand,country,year,total_units,total_revenue,avg_daily_demand,std_daily_demand,cv_demand,abc,xyz,abc_xyz,lead_time_days,safety_stock,reorder_point,current_stock,days_of_supply,stockout_days,stockout_rate,status,latest_date
SKU0075,BrandC Softener,Home Care,BrandC,Austria,2023,13707,23576.04,37.54,13.39,0.357,C,X,CX,6.497171018945212,44,288,211,5.6,12,0.033,REORDER NOW,2023-12-31
SKU0018,BrandF Water,Beverages,BrandF,France,2023,38642,561081.84,105.8,36.74,0.347,A,X,AX,6.546979006656426,219,912,265,2.5,13,0.036,REORDER NOW,2023-12-31
SKU0026,BrandB Chips,Snacks,BrandB,France,2023,36524,532154.68,100.09,32.63,0.326,A,X,AX,6.713997695852535,197,869,336,3.4,7,0.019,REORDER NOW,2023-12-31
SKU0092,BrandB Soap,Personal Care,BrandB,France,2023,37388,521562.6,102.45,34.32,0.335,A,X,AX,6.509325396825397,204,871,269,2.6,12,0.033,REORDER NOW,2023-12-31
SKU0057,BrandC Milk,Dairy,BrandC,France,2023,34194,479399.88,93.68,34.31,0.366,A,X,AX,6.364029697900666,202,798,272,2.9,12,0.033,REORDER NOW,2023-12-31
SKU0099,BrandC Toothpaste,Personal Care,BrandC,France,2023,44019,461861.09,120.51,54.97,0.456,A,X,AX,6.5710573476702505,328,1120,169,1.4,19,0.052,REORDER NOW,2023-12-31
SKU0064,BrandD Cheese,Dairy,BrandD,France,2023,36354,452607.3,99.65,32.8,0.329,A,X,AX,6.372011008704558,193,828,428,4.3,9,0.025,REORDER NOW,2023-12-31
SKU0100,BrandD Toothpaste,Personal Care,BrandD,France,2023,33428,448603.76,91.64,31.4,0.343,A,X,AX,6.638056835637481,188,796,194,2.1,17,0.047,REORDER NOW,2023-12-31
SKU0041,BrandE Biscuits,Snacks,BrandE,France,2023,33383,413769.44,91.46,41.97,0.459,A,X,AX,6.401382488479263,247,832,538,5.9,8,0.022,REORDER NOW,2023-12-31
SKU0028,BrandD Chips,Snacks,BrandD,France,2023,41855,392181.35,114.73,39.01,0.34,A,X,AX,6.53697516641065,232,982,190,1.7,10,0.027,REORDER NOW,2023-12-31
SKU0097,BrandA Toothpaste,Personal Care,BrandA,France,2023,28126,382794.86,77.14,26.3,0.341,A,X,AX,6.617562724014337,158,668,294,3.8,14,0.038,REORDER NOW,2023-12-31
SKU0058,BrandD Milk,Dairy,BrandD,France,2023,37602,371131.74,103.07,36.0,0.349,A,X,AX,6.552937788018433,215,890,317,3.1,12,0.033,REORDER NOW,2023-12-31
SKU0038,BrandB Biscuits,Snacks,BrandB,France,2023,33412,364190.8,91.57,34.02,0.371,A,X,AX,6.625089605734767,204,811,249,2.7,16,0.044,REORDER NOW,2023-12-31
SKU0005,BrandE Soda,Beverages,BrandE,France,2023,41306,362899.87,113.0,49.94,0.442,A,X,AX,6.58086917562724,298,1042,225,2.0,9,0.025,REORDER NOW,2023-12-31
SKU0045,BrandC Nuts,Snacks,BrandC,France,2023,27049,338072.64,74.07,34.89,0.471,A,X,AX,6.41297363031234,206,681,381,5.1,9,0.025,REORDER NOW,2023-12-31
SKU0044,BrandB Nuts,Snacks,BrandB,France,2023,29217,327522.57,80.01,29.13,0.364,A,X,AX,6.531387608806964,173,696,312,3.9,14,0.038,REORDER NOW,2023-12-31
SKU0060,BrandF Milk,Dairy,BrandF,France,2023,24115,325552.5,66.06,23.7,0.359,A,X,AX,6.4416282642089095,140,566,343,5.2,11,0.03,REORDER NOW,2023-12-31
SKU0013,BrandA Water,Beverages,BrandA,France,2023,46012,313423.03,125.92,60.7,0.482,A,X,AX,6.485759088581669,360,1177,457,3.6,8,0.022,REORDER NOW,2023-12-31
SKU0001,BrandA Soda,Beverages,BrandA,France,2023,52267,304627.09,143.29,67.81,0.473,A,X,AX,6.688191244239632,409,1367,477,3.3,14,0.038,REORDER NOW,2023-12-31
SKU0048,BrandF Nuts,Snacks,BrandF,France,2023,27254,304126.57,74.62,33.89,0.454,A,X,AX,6.383826164874552,199,675,373,5.0,14,0.038,REORDER NOW,2023-12-31
SKU0047,BrandE Nuts,Snacks,BrandE,France,2023,25829,300907.85,70.72,25.54,0.361,A,X,AX,6.644860471070149,153,623,237,3.4,15,0.041,REORDER NOW,2023-12-31
SKU0094,BrandD Soap,Personal Care,BrandD,France,2023,23943,297850.92,65.54,24.07,0.367,A,X,AX,6.573406298003072,144,575,269,4.1,14,0.038,REORDER NOW,2023-12-31
SKU0069,BrandC Detergent,Home Care,BrandC,France,2023,36145,277061.06,99.13,46.98,0.474,A,X,AX,6.541922683051715,280,929,346,3.5,11,0.03,REORDER NOW,2023-12-31
SKU0032,BrandB Chocolate,Snacks,BrandB,France,2023,22580,268516.08,61.98,28.17,0.454,A,X,AX,6.379633896569381,166,561,228,3.7,7,0.019,REORDER NOW,2023-12-31
SKU0020,BrandB Energy drink,Beverages,BrandB,France,2023,23511,248746.38,64.33,21.51,0.334,A,X,AX,6.615924219150025,129,555,320,5.0,3,0.008,REORDER NOW,2023-12-31
SKU0070,BrandD Detergent,Home Care,BrandD,France,2023,40415,246127.35,110.77,38.77,0.35,A,X,AX,6.704601894521249,234,977,213,1.9,13,0.036,REORDER NOW,2023-12-31
SKU0054,BrandF Yogurt,Dairy,BrandF,France,2023,37390,238017.48,102.31,49.79,0.487,A,X,AX,6.490354582693293,296,960,351,3.4,11,0.03,REORDER NOW,2023-12-31
SKU0071,BrandE Detergent,Home Care,BrandE,France,2023,12842,185823.74,35.16,11.92,0.339,A,X,AX,6.5606822836661545,71,302,388,11.0,9,0.025,LOW,2023-12-31
SKU0053,BrandE Yogurt,Dairy,BrandE,France,2023,12664,173623.44,34.7,12.3,0.354,A,X,AX,6.593740399385561,74,303,451,13.0,11,0.03,LOW,2023-12-31
SKU0081,BrandC Cleaner,Home Care,BrandC,France,2023,28112,172888.8,77.03,25.69,0.334,B,X,BX,6.4712173579109065,108,607,327,4.2,7,0.019,REORDER NOW,2023-12-31
SKU0023,BrandE Energy drink,Beverages,BrandE,France,2023,38979,168796.3,106.71,48.88,0.458,B,X,BX,6.421140552995392,204,889,244,2.3,7,0.019,REORDER NOW,2023-12-31
SKU0076,BrandD Softener,Home Care,BrandD,France,2023,12214,167576.08,33.46,11.11,0.332,B,X,BX,6.468426779313876,47,263,268,8.0,11,0.03,LOW,2023-12-31
SKU0007,BrandA Juice,Beverages,BrandA,France,2023,12528,158479.2,34.3,11.81,0.344,B,X,BX,6.496537378392216,50,273,331,9.7,13,0.036,LOW,2023-12-31
SKU0036,BrandF Chocolate,Snacks,BrandF,France,2023,13914,154322.48,38.14,18.33,0.481,B,X,BX,6.495666922683053,77,325,334,8.8,12,0.033,LOW,2023-12-31
SKU0033,BrandC Chocolate,Snacks,BrandC,France,2023,28505,140529.65,78.2,25.79,0.33,B,X,BX,6.466692268305171,108,614,164,2.1,8,0.022,REORDER NOW,2023-12-31
SKU0102,BrandF Toothpaste,Personal Care,BrandF,France,2023,45458,139386.7,124.48,57.57,0.463,B,X,BX,6.6770737327188945,245,1076,138,1.1,9,0.025,REORDER NOW,2023-12-31
SKU0009,BrandC Juice,Beverages,BrandC,France,2023,25335,133262.1,69.34,24.78,0.357,B,X,BX,6.481349206349207,104,553,298,4.3,17,0.047,REORDER NOW,2023-12-31
SKU0034,BrandD Chocolate,Snacks,BrandD,France,2023,45018,125894.89,123.37,57.54,0.466,B,X,BX,6.413543266769072,240,1031,224,1.8,11,0.03,REORDER NOW,2023-12-31
SKU0052,BrandD Yogurt,Dairy,BrandD,France,2023,23284,125733.6,63.72,22.78,0.358,B,X,BX,6.449289554531489,95,506,263,4.1,16,0.044,REORDER NOW,2023-12-31
SKU0010,BrandD Juice,Beverages,BrandD,France,2023,18481,122375.23,50.57,23.99,0.474,B,X,BX,6.443375576036867,100,426,366,7.2,11,0.03,REORDER NOW,2023-12-31
SKU0090,BrandF Shampoo,Personal Care,BrandF,France,2023,8075,113938.25,22.13,6.96,0.315,B,X,BX,6.637403993855607,30,177,257,11.6,8,0.022,LOW,2023-12-31
SKU0072,BrandF Detergent,Home Care,BrandF,France,2023,14197,113008.12,38.86,14.34,0.369,B,X,BX,6.518970814132104,60,313,439,11.3,15,0.041,LOW,2023-12-31
SKU0012,BrandF Juice,Beverages,BrandF,France,2023,22832,108629.97,62.55,28.39,0.454,B,X,BX,6.485125448028675,119,525,237,3.8,8,0.022,REORDER NOW,2023-12-31
SKU0031,BrandA Chocolate,Snacks,BrandA,France,2023,17955,108358.18,49.19,23.22,0.472,B,X,BX,6.719252432155659,99,430,262,5.3,13,0.036,REORDER NOW,2023-12-31
SKU0098,BrandB Toothpaste,Personal Care,BrandB,France,2023,19083,103344.42,52.34,24.04,0.459,B,X,BX,6.491922683051715,101,441,447,8.5,11,0.03,LOW,2023-12-31
SKU0095,BrandE Soap,Personal Care,BrandE,France,2023,12207,102782.94,33.45,11.65,0.348,B,X,BX,6.2406041986687155,48,257,233,7.0,9,0.025,REORDER NOW,2023-12-31
SKU0035,BrandE Chocolate,Snacks,BrandE,France,2023,48323,98578.92,132.45,48.26,0.364,B,X,BX,6.471057347670251,203,1060,251,1.9,13,0.036,REORDER NOW,2023-12-31
SKU0011,BrandE Juice,Beverages,BrandE,France,2023,10835,97451.35,29.66,14.12,0.476,B,X,BX,6.4117831541218635,59,249,348,11.7,14,0.038,LOW,2023-12-31
SKU0088,BrandD Shampoo,Personal Care,BrandD,France,2023,9589,96177.67,26.27,9.09,0.346,B,X,BX,6.27921146953405,38,203,446,17.0,10,0.027,HEALTHY,2023-12-31
SKU0017,BrandE Water,Beverages,BrandE,France,2023,52800,94769.0,144.5,62.77,0.434,B,X,BX,6.446204557091654,263,1194,257,1.8,13,0.036,REORDER NOW,2023-12-31
SKU0046,BrandD Nuts,Snacks,BrandD,France,2023,37919,94697.27,104.01,52.74,0.507,B,Y,BY,6.612877624167947,224,912,528,5.1,14,0.038,REORDER NOW,2023-12-31
SKU0087,BrandC Shampoo,Personal Care,BrandC,France,2023,11291,92247.47,30.93,10.26,0.332,B,X,BX,6.639036098310292,44,249,180,5.8,16,0.044,REORDER NOW,2023-12-31
SKU0025,BrandA Chips,Snacks,BrandA,France,2023,10583,91542.95,28.99,10.19,0.352,C,X,CX,6.631906041986688,34,226,278,9.6,11,0.03,LOW,2023-12-31
SKU0063,BrandC Cheese,Dairy,BrandC,France,2023,23075,90874.39,63.26,27.8,0.439,C,X,CX,6.59304915514593,91,508,337,5.3,13,0.036,REORDER NOW,2023-12-31
SKU0096,BrandF Soap,Personal Care,BrandF,France,2023,38295,88078.5,105.0,35.36,0.337,C,X,CX,6.480043522785458,115,795,278,2.6,9,0.025,REORDER NOW,2023-12-31
SKU0066,BrandF Cheese,Dairy,BrandF,France,2023,13543,87097.16,37.05,17.49,0.472,C,X,CX,6.633531746031746,58,304,378,10.2,14,0.038,LOW,2023-12-31
SKU0004,BrandD Soda,Beverages,BrandD,France,2023,42204,76389.24,115.6,36.67,0.317,C,X,CX,6.673099078341014,121,892,402,3.5,10,0.027,REORDER NOW,2023-12-31
SKU0077,BrandE Softener,Home Care,BrandE,France,2023,25650,73222.97,70.21,30.87,0.44,C,X,CX,6.401491295442908,100,549,143,2.0,8,0.022,REORDER NOW,2023-12-31
SKU0021,BrandC Energy drink,Beverages,BrandC,France,2023,25500,69105.0,69.87,21.98,0.315,C,X,CX,6.605075524833588,72,533,401,5.7,6,0.016,REORDER NOW,2023-12-31
SKU0039,BrandC Biscuits,Snacks,BrandC,France,2023,5715,67437.0,15.67,5.19,0.331,C,X,CX,6.423220686123912,17,118,360,23.0,9,0.025,HEALTHY,2023-12-31
SKU0006,BrandF Soda,Beverages,BrandF,France,2023,54254,66646.65,148.57,65.4,0.44,C,X,CX,6.521191756272401,214,1183,263,1.8,7,0.019,REORDER NOW,2023-12-31
SKU0101,BrandE Toothpaste,Personal Care,BrandE,France,2023,6935,64893.53,19.02,8.73,0.459,C,X,CX,6.581112391193035,29,154,196,10.3,12,0.033,LOW,2023-12-31
SKU0022,BrandD Energy drink,Beverages,BrandD,France,2023,43835,64875.8,119.97,42.77,0.357,C,X,CX,6.5954173067076285,141,932,151,1.3,8,0.022,REORDER NOW,2023-12-31
